date,client_id,well_id,well_name,forecast,actual
12/31/2020,1009,44810,Moses Trust 69 1,1069.3928,58.1900
12/31/2020,1009,44811,McCloskey 42 2,2432.8290,2790.5400
12/31/2020,1009,44812,Abraxas 27B 2,3118.5745,8602.8400
12/31/2020,1009,44813,Slaughter 82A 1,2461.1225,2617.2600
12/31/2020,1009,44814,Rufus 3,409.1582,77.7800
12/31/2020,1009,44815,Butchee 21 5,1905.7182,2216.3000
12/31/2020,1009,44816,Cook 22 6,1924.3275,895.3100
12/31/2020,1009,44817,Abraxas 27A 1,3523.8328,7421.9400
12/31/2020,1009,44818,Rufus 9,2708.5140,3315.3300
12/31/2020,1009,44819,Nugget 1,2523.7593,5060.0100
12/31/2020,1009,44820,Slaughter 87B 4R,2232.7595,2675.2200
12/31/2020,1009,44821,Thirsty Goat E Unit 2LS,12305.5602,47706.0600
12/31/2020,1009,44822,Bauer 4,3868.5267,16212.0600
12/31/2020,1009,44823,Stone 69 1,2776.3670,3180.6800
12/31/2020,1009,44824,Hale 1512,3435.2252,8178.3700
12/31/2020,1009,44825,Slaughter 29E 1,3702.8585,7075.4600
12/31/2020,1009,44826,Snell 2,1529.1305,2084.2100
12/31/2020,1009,44827,Richards 44A 1,2144.5847,2802.8700
12/31/2020,1009,44828,Rawlings 43 1,2601.2005,4144.8200
12/31/2020,1009,44829,Elma L Slaughter E 2,4074.9868,9050.0100
12/31/2020,1009,44830,Abraxas 31A 3,3252.0952,6386.9800
12/31/2020,1009,44831,Titos 31-42 1WA,15003.4465,8524.7300
12/31/2020,1009,44832,Vogler 4214,1596.4360,1368.6600
12/31/2020,1009,44833,Cook 21 5,2170.3013,2571.2700
12/31/2020,1009,44834,Cook 21 1,1881.6658,2332.6600
12/31/2020,1009,44835,Yates 82 2,3601.7883,4913.6200
12/31/2020,1009,44836,Thirsty Goat W Unit 1WA,0.0000,
12/31/2020,1009,44837,Abraxas 31A 2,3335.1342,6110.5700
12/31/2020,1009,44838,Elma L Slaughter G 2,44.0068,1.3000
12/31/2020,1009,44839,Nance 19 1,2456.5945,2436.1000
12/31/2020,1009,44840,Cook 21 6,2039.3623,2172.0300
12/31/2020,1009,44841,Hale 1443,2265.9518,2537.6500
12/31/2020,1009,44842,Slaughter 29D 2,3251.6022,12510.1200
12/31/2020,1009,44843,Abraxas 30B 4,2468.9782,2579.7400
12/31/2020,1009,44844,Garner 7 2,2700.8635,3187.6800
12/31/2020,1009,44845,Bauer 1,3906.5077,16235.7900
12/31/2020,1009,44846,Slaughter 19D 2,3072.5942,6080.6500
12/31/2020,1009,44847,Slaughter 17 3,2834.5933,3213.8300
12/31/2020,1009,44848,Abraxas 30 1,2141.1148,4244.2000
12/31/2020,1009,44849,Abraxas 27B 3,3216.6485,10191.5500
12/31/2020,1009,44850,Yates 82 3,343.3575,823.0300
12/31/2020,1009,44851,Hale 1523,2089.0025,3382.2700
12/31/2020,1009,44852,Thomas 1541,1350.5443,2198.7200
12/31/2020,1009,44853,Oneil 4 4,2198.3552,3003.9600
12/31/2020,1009,44854,Slaughter 87B 2,1822.1040,2276.6300
12/31/2020,1009,44855,Rufus 7,2424.7358,2246.4600
12/31/2020,1009,44856,Slaughter 524,2574.4320,3474.0800
12/31/2020,1009,44857,Nance 19 3R,2432.8730,2714.7600
12/31/2020,1009,44858,Abraxas 28A 1,2920.5013,5661.9600
12/31/2020,1009,44859,Moses Trust 69 6,2104.2692,2100.7800
12/31/2020,1009,44860,Slaughter 8C 1,2080.5123,2653.7300
12/31/2020,1009,44861,Deatherage 18 2,1945.8705,2772.0100
12/31/2020,1009,44862,Abraxas 32 6,3056.7177,8145.5400
12/31/2020,1009,44863,McCloskey 42B 1,3135.0818,3565.2200
12/31/2020,1009,44864,Butchee 21 4,2636.9987,1894.8100
12/31/2020,1009,44865,Elma L Slaughter G 6,1384.9040,2519.8800
1/31/2021,1009,44592,Deatherage 23 2,3078.5782,3235.9700
1/31/2021,1009,44593,Abraxas 30A 2,2377.5588,2395.5500
1/31/2021,1009,44595,Richards 41A 1,2194.6450,2397.7400
1/31/2021,1009,44596,Nance 19 6,2055.7588,3965.1300
1/31/2021,1009,44597,Slaughter Bauer 832,2281.0435,2086.8300
1/31/2021,1009,44598,Richards 47A 1,557.7477,549.9500
1/31/2021,1009,44599,Self 3,1618.2727,1805.4700
1/31/2021,1009,44600,Stephens 1,1411.8095,1680.5200
1/31/2021,1009,44601,Slaughter 19D 1,3349.3322,3264.0300
1/31/2021,1009,44602,Abraxas 28B 1,2932.7167,2054.8400
1/31/2021,1009,44603,Snell 43 1,614.5315,395.5400
1/31/2021,1009,44604,Johnson C 1,3119.8722,4192.5300
1/31/2021,1009,44605,Heald 4,2113.6403,1179.6500
1/31/2021,1009,44606,Elma L Slaughter B 2,2093.5735,1080.9900
1/31/2021,1009,44607,Tidwell 1,1749.8310,1235.3200
1/31/2021,1009,44608,Slaughter 87B 3,2185.7747,3909.4100
1/31/2021,1009,44609,Holcomb 45A 1,2201.7313,1744.6800
1/31/2021,1009,44610,Rufus 4,851.5312,950.5700
1/31/2021,1009,44611,Hale 1432,3074.7537,1307.9400
1/31/2021,1009,44612,Abraxas 27B 1,2518.0077,6272.1200
1/31/2021,1009,44613,Slaughter 29E 3,3494.8582,3388.5400
1/31/2021,1009,44614,Elma L Slaughter G 4,2183.3437,2521.4700
1/31/2021,1009,44615,Slaughter 8A 1,2191.5062,2804.7200
1/31/2021,1009,44616,Abraxas 32A 1,4041.9287,28166.3300
1/31/2021,1009,44617,Oneil 4 2,2333.7172,2296.5900
1/31/2021,1009,44618,Nance 19 5,2403.8155,4043.7500
1/31/2021,1009,44619,Abraxas 28 2,2836.4497,2399.0200
1/31/2021,1009,44620,Abraxas 32 5,3121.6752,2125.6200
1/31/2021,1009,44621,Elma L Slaughter 2,287.0883,69.6800
1/31/2021,1009,44622,Elma L Slaughter D 2,1946.8615,2068.1500
1/31/2021,1009,44623,Davis 18 1,1408.3140,1733.0200
1/31/2021,1009,44624,Abraxas 30A 3,2252.9808,2156.4200
1/31/2021,1009,44625,Stone 70 1,2863.1707,3096.1300
1/31/2021,1009,44626,Thomas 1542,1820.7565,2433.9400
1/31/2021,1009,44627,Deatherage 2,1081.6645,2125.3700
1/31/2021,1009,44628,Cook 21 2,1982.4453,1980.6000
1/31/2021,1009,44629,Thomas A 1543,2048.1752,2466.8800
1/31/2021,1009,44630,Slaughter 82B 1,2360.2482,2305.3200
1/31/2021,1009,44631,Glasscock 7 1,2875.7748,14521.0200
1/31/2021,1009,44633,Garner 7 3,2771.7465,3276.9000
1/31/2021,1009,44634,Middleton 4,753.9680,1614.3900
1/31/2021,1009,44635,Abraxas 31C 3,2465.2127,2351.2000
1/31/2021,1009,44636,Abraxas 32 11,2964.9422,2510.2000
1/31/2021,1009,44637,Stevie Ray E Allocation 1LS,15.2367,
1/31/2021,1009,44638,Holcomb 2,1079.5813,1600.2700
1/31/2021,1009,44639,Gary Lamb 14A 1,1501.5892,1264.8000
1/31/2021,1009,44640,Butchee 21 7,2076.7482,2209.6300
1/31/2021,1009,44641,Elma L Slaughter G 3,172.4233,94.6400
1/31/2021,1009,44642,Snell F E 1,1918.9933,1875.5100
1/31/2021,1009,44643,Slaughter 19C 1,3594.1088,2848.1400
1/31/2021,1009,44644,Titos 31-42 1WB,17401.3187,11465.0600
1/31/2021,1009,44645,Amoco-Deatherage 2,200.8667,69.6800
1/31/2021,1009,44646,Butchee 21 3,1993.6835,2068.0200
1/31/2021,1009,44647,Thirsty Goat W Unit 2LS,0.0000,
1/31/2021,1009,44648,Slaughter 544,2285.2075,1843.2400
1/31/2021,1009,44649,Moses Trust 69 5,1769.0142,2996.5700
1/31/2021,1009,44650,Titos 31-42 2WB,16960.4287,19966.4800
1/31/2021,1009,44651,Stripling 82 1,1164.2820,46.7100
1/31/2021,1009,44652,Rufus 8,2280.1988,4063.0100
1/31/2021,1009,44653,Cook 22 4,1977.1615,1902.5000
1/31/2021,1009,44655,Slaughter 29B 2,3517.0867,3779.3500
1/31/2021,1009,44656,Barron 82 1,2306.7178,3603.3700
1/31/2021,1009,44657,Butchee 21 8,2606.7147,2210.8000
1/31/2021,1009,44658,Davis 42 1,1093.7017,832.7800
1/31/2021,1009,44659,Davis 14 1,1454.6292,1620.0100
1/31/2021,1009,44660,Cook 21 7,1959.5293,2126.8300
1/31/2021,1009,44661,Moses Trust 69 4,1565.9850,3555.0400
1/31/2021,1009,44662,Middleton 3,1825.5142,2322.4900
1/31/2021,1009,44663,Abraxas 32 2,3023.7490,2238.8700
1/31/2021,1009,44664,Hale 1444,2152.8300,1950.3000
1/31/2021,1009,44665,Jumper 1,1600.4103,2666.1700
1/31/2021,1009,44666,Abraxas 16 2,2638.8402,3119.7100
1/31/2021,1009,44667,Cook 21 8,1975.0738,2475.1500
1/31/2021,1009,44668,Thirsty Goat E Unit 1WA,8958.7817,23522.1900
1/31/2021,1009,44669,Thirsty Goat W Unit 1LS,0.0000,
1/31/2021,1009,44670,Thirsty Goat E Unit 3LS,14276.2872,51897.3900
1/31/2021,1009,44672,ELMA L SLAUGHTER J 1D SWD,13350.7082,17609.3100
1/31/2021,1009,44673,Davison 41 1,1005.3152,1408.0300
1/31/2021,1009,44674,Abraxas 16 1,8124.8210,13258.2700
1/31/2021,1009,44675,Abraxas 28D 1,3018.5975,2147.0300
1/31/2021,1009,44676,Bauer 2,3759.5297,2809.1800
1/31/2021,1009,44677,Bauer 3,3965.4477,2796.4100
1/31/2021,1009,44678,McCloskey 42 3,2759.8850,3090.8000
1/31/2021,1009,44679,Slaughter 87A 1,2140.3822,2918.0100
1/31/2021,1009,44680,Abraxas 32B 8,2789.7187,2571.9000
1/31/2021,1009,44681,Schneider A 1,2639.8863,5165.9500
1/31/2021,1009,44682,Abraxas 31C 2,2340.2643,2211.7700
1/31/2021,1009,44683,Richards 44A 4,414.9515,432.1900
1/31/2021,1009,44684,Williams 6 2,1779.8367,1248.8300
1/31/2021,1009,44685,Hale 1524,2061.1220,3213.6500
1/31/2021,1009,44686,Slaughter -C- 1,1388.7390,1518.3800
1/31/2021,1009,44687,Butchee 21 6,2297.1095,2572.9800
1/31/2021,1009,44688,Foster 41 1,2135.3958,3851.7800
1/31/2021,1009,44690,Beckham 1,2136.1010,1955.5400
1/31/2021,1009,44691,Hale 1441,2827.6390,3192.9200
1/31/2021,1009,44692,Deatherage 18 1,1708.1313,3592.4900
1/31/2021,1009,44693,Slaughter 87A 2,2257.4892,3051.7700
1/31/2021,1009,44694,Stevie Ray E Unit 1WA,15.2367,
1/31/2021,1009,44695,Abraxas 30 3,1450.7380,2017.1200
1/31/2021,1009,44696,Oneil 4 3,2609.1892,2628.5000
1/31/2021,1009,44697,Butchee 21 1,2209.5410,1803.1300
1/31/2021,1009,44698,Slaughter 87B 1,2247.0510,3142.3700
1/31/2021,1009,44699,Deatherage 23 1,2741.2595,3050.7100
1/31/2021,1009,44700,Lucy 1,1275.7965,1881.6000
1/31/2021,1009,44701,Slaughter 75A 1,2997.7630,1480.4400
1/31/2021,1009,44702,Middleton 2,1845.2455,2026.9800
1/31/2021,1009,44703,Richards 44 3,1902.6313,1872.8200
1/31/2021,1009,44704,Davis 42 3,193.9220,69.3700
1/31/2021,1009,44705,Cook 22 8,2376.9093,2298.4100
1/31/2021,1009,44706,Nichols 24 1,759.1950,81.1100
1/31/2021,1009,44707,Richards 44 4,2145.7852,2562.2600
1/31/2021,1009,44708,Slaughter 533,2306.3920,1773.8000
1/31/2021,1009,44709,Abraxas 27 1,3392.9642,2137.9100
1/31/2021,1009,44710,Abraxas 27 5,3233.7103,2487.1700
1/31/2021,1009,44711,Slaughter -B- 4,1214.6555,1844.7800
1/31/2021,1009,44712,Abraxas 27 4,3175.4552,2286.9900
1/31/2021,1009,44713,Abraxas 28C 1,3084.0907,2362.8400
1/31/2021,1009,44714,Abraxas 32 12,3056.0212,2598.8200
1/31/2021,1009,44715,Elma L Slaughter G 1,3077.0467,1994.1700
1/31/2021,1009,44716,Elma L Slaughter 1,2250.2478,2178.1300
1/31/2021,1009,44717,Titos 31-42 2WA,14422.6408,13705.8500
1/31/2021,1009,44718,Hale 1521,2601.7230,3584.7900
1/31/2021,1009,44719,Slaughter 514,2505.0785,2056.3400
1/31/2021,1009,44720,Williams 6 1,1908.5620,1243.3100
1/31/2021,1009,44721,Baldwin 7 2,2679.4443,3095.8300
1/31/2021,1009,44722,Lady Bird 22-14 1WB,15140.3212,12694.2000
1/31/2021,1009,44723,Slaughter 29B 1,2671.7540,5161.2500
1/31/2021,1009,44724,Butchee 21 2,1906.1780,1822.0000
1/31/2021,1009,44725,Abraxas 27A 3,1888.6355,4406.5200
1/31/2021,1009,44728,Abraxas 32B 10,2800.7190,2892.4200
1/31/2021,1009,44729,Thirsty Goat E Unit 1LS,10576.6472,37773.5400
1/31/2021,1009,44730,Thomas A 1533,514.0978,78.5700
1/31/2021,1009,44731,Abraxas 31B 1,2514.4768,2370.2700
1/31/2021,1009,44732,Slaughter B-3 1,2736.8080,2216.6300
1/31/2021,1009,44734,Garner 7 1,3143.9615,4997.8600
1/31/2021,1009,44735,Cook 21 3,1916.9293,3376.2300
1/31/2021,1009,44736,Baldwin 7 1,2710.2282,3242.8100
1/31/2021,1009,44737,Abraxas 32C 1,2501.7723,2425.0800
1/31/2021,1009,44738,Snell 43A 1,2196.7357,3375.7300
1/31/2021,1009,44739,Yates 82 4,2462.4480,2055.7100
1/31/2021,1009,44740,Abraxas 31 1,2589.1140,1983.8900
1/31/2021,1009,44741,Deatherage 18 3,1429.8025,2537.2600
1/31/2021,1009,44742,McCloskey 42 1,3017.6427,3048.8300
1/31/2021,1009,44743,Davis 42 2,1678.8385,929.4100
1/31/2021,1009,44744,Gary Lamb 14 1,675.4442,357.7200
1/31/2021,1009,44745,Davison 40 1,601.2435,1958.7800
1/31/2021,1009,44746,Grace 1,1417.4730,1930.7700
1/31/2021,1009,44747,Richards 44B Pooled Unit 1,2449.7282,2453.4900
1/31/2021,1009,44748,Glasscock 7 2,2421.7363,4337.8100
1/31/2021,1009,44749,Rawlings 43 2,2607.0205,3600.8200
1/31/2021,1009,44750,Thirsty Goat E Unit 2WA,8045.6835,16444.4300
1/31/2021,1009,44752,Slaughter 29D 1,3129.6455,3261.2800
1/31/2021,1009,44753,Abraxas 28D 2,2953.1887,2054.8400
1/31/2021,1009,44754,McCloskey 42A 1,2731.5880,2246.4200
1/31/2021,1009,44755,Richards 41 1,1817.2362,1877.7400
1/31/2021,1009,44756,Titos 31-42 1LS,16776.4945,11961.2700
1/31/2021,1009,44757,Thomas A 1544,2126.6610,2148.4300
1/31/2021,1009,44759,Bauer 5,4247.3902,2718.7300
1/31/2021,1009,44760,Holcomb 45 3,1120.4262,728.2500
1/31/2021,1009,44761,Elma L Slaughter G 5,994.9020,985.9900
1/31/2021,1009,44762,Abraxas 28 1,2942.5637,1957.6100
1/31/2021,1009,44763,Slaughter 17 2,2868.6333,3337.6100
1/31/2021,1009,44764,Titos 31-42 3WA,13661.5300,17743.3100
1/31/2021,1009,44765,Slaughter 19A 1,3575.7177,9228.4300
1/31/2021,1009,44766,Abraxas 28E 1,2972.0587,2014.9400
1/31/2021,1009,44767,Nance 19 4,2469.6910,4788.5000
1/31/2021,1009,44768,Abraxas 27A 2,2068.9645,3318.7600
1/31/2021,1009,44769,Abraxas 30A 1,2423.4727,2194.7000
1/31/2021,1009,44770,Moses Trust 69 3,1125.8308,1915.6200
1/31/2021,1009,44771,McCloskey 42B 2,2794.2732,2240.7300
1/31/2021,1009,44772,Abraxas 30B 1,2615.2675,3170.9200
1/31/2021,1009,44773,Butchee 22B 4,2328.9197,4166.7300
1/31/2021,1009,44774,Slaughter 29A 1,2971.2842,3110.2900
1/31/2021,1009,44775,Rufus 2,2503.1182,9057.0700
1/31/2021,1009,44776,COOK 21 1D SWD,9782.5830,8255.8700
1/31/2021,1009,44777,Lady Bird 22-14 1WA,15211.5153,15864.7300
1/31/2021,1009,44778,Schneider A 2,3152.0557,4614.5600
1/31/2021,1009,44779,Farms 19 3,2689.6742,4575.6700
1/31/2021,1009,44780,Vogler 4224,2873.1025,2572.9900
1/31/2021,1009,44781,Cook 22 1,1785.2067,2140.7200
1/31/2021,1009,44782,Slaughter 19B 1,3218.4518,2752.2400
1/31/2021,1009,44783,Oneil 4 1,2250.5048,2272.9700
1/31/2021,1009,44784,Harris 1,635.3405,
1/31/2021,1009,44785,Abraxas 32 3,2393.7392,2654.5600
1/31/2021,1009,44786,Abraxas 27 2,3135.8947,2217.4700
1/31/2021,1009,44787,Slaughter 74E 1,1991.2428,2643.6600
1/31/2021,1009,44788,Rufus 6,2274.8078,3430.1200
1/31/2021,1009,44789,Cook 22 5,2510.6083,1916.8100
1/31/2021,1009,44790,Lady Bird 22-14 1LS,19272.3505,18098.5800
1/31/2021,1009,44791,Nichols 24 3,478.0040,69.6800
1/31/2021,1009,44793,Moses Trust 69 2,1752.5020,1808.0400
1/31/2021,1009,44794,Slaughter 74F 1,2021.3305,2452.5800
1/31/2021,1009,44795,Slaughter 29C 1,3529.7865,3102.7300
1/31/2021,1009,44796,RANCH WATER 24 SWD 1,46388.6057,87198.7900
1/31/2021,1009,44797,Abraxas 31B 3,2423.6503,2186.0900
1/31/2021,1009,44798,Cook 22 3,2651.7327,2438.5000
1/31/2021,1009,44799,Titos 31-42 2LS,14977.7437,13626.1100
1/31/2021,1009,44800,Holcomb 45 2,1550.3682,1529.5700
1/31/2021,1009,44801,Cook 21 4,1907.9603,2126.5100
1/31/2021,1009,44802,Butchee 22A 1,2399.5043,2258.9200
1/31/2021,1009,44803,Abraxas 20 1,2361.7905,753.9400
1/31/2021,1009,44804,Stevie Ray E Unit 3LS,15.2358,
1/31/2021,1009,44805,Hale 42 1,1769.9115,3131.4200
1/31/2021,1009,44806,Slaughter 75D 1,3114.7277,2811.4800
1/31/2021,1009,44807,Abraxas 20 2,3798.7933,4039.7500
1/31/2021,1009,44808,Nance 19 2,3266.6223,4587.9400
1/31/2021,1009,44809,Lemon Farms Unit 14 1,2700.9918,2709.3300
1/31/2021,1009,44810,Moses Trust 69 1,1069.3928,1985.3000
1/31/2021,1009,44811,McCloskey 42 2,2432.8290,2243.0200
1/31/2021,1009,44812,Abraxas 27B 2,3118.5745,7421.2400
1/31/2021,1009,44813,Slaughter 82A 1,2461.1225,2827.4800
1/31/2021,1009,44814,Rufus 3,409.1582,95.2600
1/31/2021,1009,44815,Butchee 21 5,1905.7182,2897.8900
1/31/2021,1009,44816,Cook 22 6,1924.3275,2210.3400
1/31/2021,1009,44817,Abraxas 27A 1,3523.8328,3617.1400
1/31/2021,1009,44818,Rufus 9,2708.5140,3692.2000
1/31/2021,1009,44819,Nugget 1,2523.7593,5887.0800
1/31/2021,1009,44820,Slaughter 87B 4R,2232.7595,3140.4300
1/31/2021,1009,44821,Thirsty Goat E Unit 2LS,12305.5602,42969.0300
1/31/2021,1009,44822,Bauer 4,3868.5267,2947.0200
1/31/2021,1009,44823,Stone 69 1,2776.3670,3278.8600
1/31/2021,1009,44824,Hale 1512,3435.2252,1606.4200
1/31/2021,1009,44825,Slaughter 29E 1,3702.8585,3522.7000
1/31/2021,1009,44826,Snell 2,1529.1305,1486.7800
1/31/2021,1009,44827,Richards 44A 1,2144.5847,2055.9700
1/31/2021,1009,44828,Rawlings 43 1,2601.2005,3459.2600
1/31/2021,1009,44829,Elma L Slaughter E 2,4074.9868,2373.5300
1/31/2021,1009,44830,Abraxas 31A 3,3252.0952,2308.6600
1/31/2021,1009,44831,Titos 31-42 1WA,15003.4465,17297.3800
1/31/2021,1009,44832,Vogler 4214,1596.4360,2732.4000
1/31/2021,1009,44833,Cook 21 5,2170.3013,3962.7200
1/31/2021,1009,44834,Cook 21 1,1881.6658,2001.5200
1/31/2021,1009,44835,Yates 82 2,3601.7883,3315.2000
1/31/2021,1009,44836,Thirsty Goat W Unit 1WA,0.0000,
1/31/2021,1009,44837,Abraxas 31A 2,3335.1342,2069.8400
1/31/2021,1009,44838,Elma L Slaughter G 2,44.0068,3.1200
1/31/2021,1009,44839,Nance 19 1,2456.5945,5821.6400
1/31/2021,1009,44840,Cook 21 6,2039.3623,3085.0300
1/31/2021,1009,44841,Hale 1443,2265.9518,3135.5300
1/31/2021,1009,44842,Slaughter 29D 2,3251.6022,2537.2200
1/31/2021,1009,44843,Abraxas 30B 4,2468.9782,2053.5400
1/31/2021,1009,44844,Garner 7 2,2700.8635,3276.9000
1/31/2021,1009,44845,Bauer 1,3906.5077,2796.4100
1/31/2021,1009,44846,Slaughter 19D 2,3072.5942,3031.1300
1/31/2021,1009,44847,Slaughter 17 3,2834.5933,4002.6900
1/31/2021,1009,44848,Abraxas 30 1,2141.1148,2473.3400
1/31/2021,1009,44849,Abraxas 27B 3,3216.6485,6564.7200
1/31/2021,1009,44850,Yates 82 3,343.3575,107.2800
1/31/2021,1009,44851,Hale 1523,2089.0025,1606.4200
1/31/2021,1009,44852,Thomas 1541,1350.5443,1202.6700
1/31/2021,1009,44853,Oneil 4 4,2198.3552,2089.7000
1/31/2021,1009,44854,Slaughter 87B 2,1822.1040,3021.2200
1/31/2021,1009,44855,Rufus 7,2424.7358,3542.9200
1/31/2021,1009,44856,Slaughter 524,2574.4320,2276.1300
1/31/2021,1009,44857,Nance 19 3R,2432.8730,4697.7100
1/31/2021,1009,44858,Abraxas 28A 1,2920.5013,2479.8000
1/31/2021,1009,44859,Moses Trust 69 6,2104.2692,3996.6100
1/31/2021,1009,44860,Slaughter 8C 1,2080.5123,2955.7200
1/31/2021,1009,44861,Deatherage 18 2,1945.8705,2063.8100
1/31/2021,1009,44862,Abraxas 32 6,3056.7177,2598.8200
1/31/2021,1009,44863,McCloskey 42B 1,3135.0818,2653.8100
1/31/2021,1009,44864,Butchee 21 4,2636.9987,1503.6600
1/31/2021,1009,44865,Elma L Slaughter G 6,1384.9040,1183.3300
2/28/2021,1009,44592,Deatherage 23 2,3078.5782,4916.0700
2/28/2021,1009,44593,Abraxas 30A 2,2377.5588,2279.1900
2/28/2021,1009,44595,Richards 41A 1,2194.6450,2678.2200
2/28/2021,1009,44596,Nance 19 6,2055.7588,2685.8700
2/28/2021,1009,44597,Slaughter Bauer 832,2281.0435,1783.0700
2/28/2021,1009,44598,Richards 47A 1,557.7477,1114.5500
2/28/2021,1009,44599,Self 3,1618.2727,948.0100
2/28/2021,1009,44600,Stephens 1,1411.8095,1853.3200
2/28/2021,1009,44601,Slaughter 19D 1,3349.3322,6664.0500
2/28/2021,1009,44602,Abraxas 28B 1,2932.7167,4735.8400
2/28/2021,1009,44603,Snell 43 1,614.5315,405.1700
2/28/2021,1009,44604,Johnson C 1,3119.8722,6390.7600
2/28/2021,1009,44605,Heald 4,2113.6403,1658.9100
2/28/2021,1009,44606,Elma L Slaughter B 2,2093.5735,3780.6100
2/28/2021,1009,44607,Tidwell 1,1749.8310,1229.9300
2/28/2021,1009,44608,Slaughter 87B 3,2185.7747,2011.8300
2/28/2021,1009,44609,Holcomb 45A 1,2201.7313,1584.8000
2/28/2021,1009,44610,Rufus 4,851.5312,785.2500
2/28/2021,1009,44611,Hale 1432,3074.7537,6854.3500
2/28/2021,1009,44612,Abraxas 27B 1,2518.0077,5684.9900
2/28/2021,1009,44613,Slaughter 29E 3,3494.8582,4041.7100
2/28/2021,1009,44614,Elma L Slaughter G 4,2183.3437,1948.1300
2/28/2021,1009,44615,Slaughter 8A 1,2191.5062,1812.6100
2/28/2021,1009,44616,Abraxas 32A 1,4041.9287,7158.6000
2/28/2021,1009,44617,Oneil 4 2,2333.7172,2030.7700
2/28/2021,1009,44618,Nance 19 5,2403.8155,3765.9800
2/28/2021,1009,44619,Abraxas 28 2,2836.4497,3757.7300
2/28/2021,1009,44620,Abraxas 32 5,3121.6752,3990.6600
2/28/2021,1009,44621,Elma L Slaughter 2,287.0883,1642.1400
2/28/2021,1009,44622,Elma L Slaughter D 2,1946.8615,2334.2800
2/28/2021,1009,44623,Davis 18 1,1408.3140,1773.9800
2/28/2021,1009,44624,Abraxas 30A 3,2252.9808,3145.6100
2/28/2021,1009,44625,Stone 70 1,2863.1707,2464.8800
2/28/2021,1009,44626,Thomas 1542,1820.7565,1775.0400
2/28/2021,1009,44627,Deatherage 2,1081.6645,1023.0600
2/28/2021,1009,44628,Cook 21 2,1982.4453,2969.2200
2/28/2021,1009,44629,Thomas A 1543,2048.1752,1538.8200
2/28/2021,1009,44630,Slaughter 82B 1,2360.2482,1503.7200
2/28/2021,1009,44631,Glasscock 7 1,2875.7748,5089.4300
2/28/2021,1009,44633,Garner 7 3,2771.7465,3576.9400
2/28/2021,1009,44634,Middleton 4,753.9680,1389.4900
2/28/2021,1009,44635,Abraxas 31C 3,2465.2127,2252.1100
2/28/2021,1009,44636,Abraxas 32 11,2964.9422,3431.8200
2/28/2021,1009,44637,Stevie Ray E Allocation 1LS,15.2367,
2/28/2021,1009,44638,Holcomb 2,1079.5813,991.2300
2/28/2021,1009,44639,Gary Lamb 14A 1,1501.5892,1193.7600
2/28/2021,1009,44640,Butchee 21 7,2076.7482,3139.9700
2/28/2021,1009,44641,Elma L Slaughter G 3,172.4233,104.6400
2/28/2021,1009,44642,Snell F E 1,1918.9933,1822.4700
2/28/2021,1009,44643,Slaughter 19C 1,3594.1088,4169.5400
2/28/2021,1009,44644,Titos 31-42 1WB,17401.3187,8979.4100
2/28/2021,1009,44645,Amoco-Deatherage 2,200.8667,229.6400
2/28/2021,1009,44646,Butchee 21 3,1993.6835,2249.6700
2/28/2021,1009,44647,Thirsty Goat W Unit 2LS,0.0000,
2/28/2021,1009,44648,Slaughter 544,2285.2075,2695.5400
2/28/2021,1009,44649,Moses Trust 69 5,1769.0142,1897.1600
2/28/2021,1009,44650,Titos 31-42 2WB,16960.4287,8146.0200
2/28/2021,1009,44651,Stripling 82 1,1164.2820,63.8000
2/28/2021,1009,44652,Rufus 8,2280.1988,2721.4900
2/28/2021,1009,44653,Cook 22 4,1977.1615,1978.5300
2/28/2021,1009,44655,Slaughter 29B 2,3517.0867,5254.0400
2/28/2021,1009,44656,Barron 82 1,2306.7178,2552.7400
2/28/2021,1009,44657,Butchee 21 8,2606.7147,6040.2700
2/28/2021,1009,44658,Davis 42 1,1093.7017,749.4700
2/28/2021,1009,44659,Davis 14 1,1454.6292,1280.8700
2/28/2021,1009,44660,Cook 21 7,1959.5293,3037.4700
2/28/2021,1009,44661,Moses Trust 69 4,1565.9850,1672.2300
2/28/2021,1009,44662,Middleton 3,1825.5142,1436.0300
2/28/2021,1009,44663,Abraxas 32 2,3023.7490,3597.1800
2/28/2021,1009,44664,Hale 1444,2152.8300,2571.3200
2/28/2021,1009,44665,Jumper 1,1600.4103,1352.1900
2/28/2021,1009,44666,Abraxas 16 2,2638.8402,2472.8200
2/28/2021,1009,44667,Cook 21 8,1975.0738,3034.3000
2/28/2021,1009,44668,Thirsty Goat E Unit 1WA,8958.7817,18978.0300
2/28/2021,1009,44669,Thirsty Goat W Unit 1LS,0.0000,
2/28/2021,1009,44670,Thirsty Goat E Unit 3LS,14276.2872,26169.4600
2/28/2021,1009,44672,ELMA L SLAUGHTER J 1D SWD,13350.7082,16608.8600
2/28/2021,1009,44673,Davison 41 1,1005.3152,948.0100
2/28/2021,1009,44674,Abraxas 16 1,8124.8210,4453.7800
2/28/2021,1009,44675,Abraxas 28D 1,3018.5975,4153.7300
2/28/2021,1009,44676,Bauer 2,3759.5297,2970.4400
2/28/2021,1009,44677,Bauer 3,3965.4477,2552.4300
2/28/2021,1009,44678,McCloskey 42 3,2759.8850,3014.5400
2/28/2021,1009,44679,Slaughter 87A 1,2140.3822,1984.1200
